wms_name,wms_link,cloudcover,coordinate,date,ftp_url,coordinate_str,file_name
20210331_105749_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20210331_105749_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen/wmts,0.0,"[5.671795006035591, 51.92944091397356]",2021-03-31,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_03/20210331/20210331_105749_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen.zip,"[5.671795006035591, 51.92944091397356]",20210331_105749_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen
20210331_105749_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20210331_105749_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen/wmts,0.0,"[5.578461547048855, 52.00627127639941]",2021-03-31,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_03/20210331/20210331_105749_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen.zip,"[5.578461547048855, 52.00627127639941]",20210331_105749_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen
20200808_110925_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20200808_110925_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen/wmts,0.0,"[5.671795006035591, 51.92944091397356]",2020-08-08,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_08/20200808/20200808_110925_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen.zip,"[5.671795006035591, 51.92944091397356]",20200808_110925_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen
20200808_110925_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20200808_110925_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen/wmts,0.0,"[5.578461547048855, 52.00627127639941]",2020-08-08,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_08/20200808/20200808_110925_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen.zip,"[5.578461547048855, 52.00627127639941]",20200808_110925_SV1-03_SV_RD_8bit_RGB_50cm_Wageningen
20200417_105905_SV1-01,https://tiles1.geoserve.eu/SuperView1/tileserver/20200417_105905_SV1-01_SV_RD_8bit_RGB_50cm_Wageningen/wmts,0.0,"[5.671795006035591, 51.92944091397356]",2020-04-17,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_04/20200417/20200417_105905_SV1-01_SV_RD_8bit_RGB_50cm_Wageningen.zip,"[5.671795006035591, 51.92944091397356]",20200417_105905_SV1-01_SV_RD_8bit_RGB_50cm_Wageningen
20200411_110355_SV1-04,https://tiles1.geoserve.eu/SuperView1/tileserver/20200411_110355_SV1-04_SV_RD_8bit_RGB_50cm_Rhenen/wmts,0.0,"[5.671795006035591, 51.92944091397356]",2020-04-11,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_04/20200411/20200411_110355_SV1-04_SV_RD_8bit_RGB_50cm_Rhenen.zip,"[5.671795006035591, 51.92944091397356]",20200411_110355_SV1-04_SV_RD_8bit_RGB_50cm_Rhenen
20200411_110355_SV1-04,https://tiles1.geoserve.eu/SuperView1/tileserver/20200411_110355_SV1-04_SV_RD_8bit_RGB_50cm_Rhenen/wmts,0.0,"[5.578461547048855, 52.00627127639941]",2020-04-11,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_04/20200411/20200411_110355_SV1-04_SV_RD_8bit_RGB_50cm_Rhenen.zip,"[5.578461547048855, 52.00627127639941]",20200411_110355_SV1-04_SV_RD_8bit_RGB_50cm_Rhenen
20220303_110640_SV1-04,https://tiles1.geoserve.eu/SuperView1/tileserver/20220303_110640_SV1-04_SV_RD_8bit_RGB_50cm_Purmerend/wmts,0.0,"[4.906630946356504, 52.508135017036665]",2022-03-03,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_03/20220303/20220303_110640_SV1-04_SV_RD_8bit_RGB_50cm_Purmerend.zip,"[4.906630946356504, 52.508135017036665]",20220303_110640_SV1-04_SV_RD_8bit_RGB_50cm_Purmerend
20220303_110640_SV1-04,https://tiles1.geoserve.eu/SuperView1/tileserver/20220303_110640_SV1-04_SV_RD_8bit_RGB_50cm_Purmerend/wmts,0.0,"[4.907384042321112, 52.508480144101334]",2022-03-03,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_03/20220303/20220303_110640_SV1-04_SV_RD_8bit_RGB_50cm_Purmerend.zip,"[4.907384042321112, 52.508480144101334]",20220303_110640_SV1-04_SV_RD_8bit_RGB_50cm_Purmerend
20220830_110402_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20220830_110402_SV1-03_SV_RD_8bit_RGB_50cm_Purmerend/wmts,0.0,"[4.906630946356504, 52.508135017036665]",2022-08-30,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_08/20220830/20220830_110402_SV1-03_SV_RD_8bit_RGB_50cm_Purmerend.zip,"[4.906630946356504, 52.508135017036665]",20220830_110402_SV1-03_SV_RD_8bit_RGB_50cm_Purmerend
20220830_110402_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20220830_110402_SV1-03_SV_RD_8bit_RGB_50cm_Purmerend/wmts,0.0,"[4.907384042321112, 52.508480144101334]",2022-08-30,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_08/20220830/20220830_110402_SV1-03_SV_RD_8bit_RGB_50cm_Purmerend.zip,"[4.907384042321112, 52.508480144101334]",20220830_110402_SV1-03_SV_RD_8bit_RGB_50cm_Purmerend
20220623_103207_SV1-01,https://tiles1.geoserve.eu/SuperView1/tileserver/20220623_103207_SV1-01_SV_RD_8bit_RGB_50cm_Middenbeemster/wmts,0.0,"[4.906630946356504, 52.508135017036665]",2022-06-23,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_06/20220623/20220623_103207_SV1-01_SV_RD_8bit_RGB_50cm_Middenbeemster.zip,"[4.906630946356504, 52.508135017036665]",20220623_103207_SV1-01_SV_RD_8bit_RGB_50cm_Middenbeemster
20220623_103207_SV1-01,https://tiles1.geoserve.eu/SuperView1/tileserver/20220623_103207_SV1-01_SV_RD_8bit_RGB_50cm_Middenbeemster/wmts,0.0,"[4.907384042321112, 52.508480144101334]",2022-06-23,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_06/20220623/20220623_103207_SV1-01_SV_RD_8bit_RGB_50cm_Middenbeemster.zip,"[4.907384042321112, 52.508480144101334]",20220623_103207_SV1-01_SV_RD_8bit_RGB_50cm_Middenbeemster
20210908_104917_SV1-01,https://tiles1.geoserve.eu/SuperView1/tileserver/20210908_104917_SV1-01_SV_RD_8bit_RGB_50cm_Purmerend/wmts,0.0,"[4.906630946356504, 52.508135017036665]",2021-09-08,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_09/20210908/20210908_104917_SV1-01_SV_RD_8bit_RGB_50cm_Purmerend.zip,"[4.906630946356504, 52.508135017036665]",20210908_104917_SV1-01_SV_RD_8bit_RGB_50cm_Purmerend
20210908_104917_SV1-01,https://tiles1.geoserve.eu/SuperView1/tileserver/20210908_104917_SV1-01_SV_RD_8bit_RGB_50cm_Purmerend/wmts,0.0,"[4.907384042321112, 52.508480144101334]",2021-09-08,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_09/20210908/20210908_104917_SV1-01_SV_RD_8bit_RGB_50cm_Purmerend.zip,"[4.907384042321112, 52.508480144101334]",20210908_104917_SV1-01_SV_RD_8bit_RGB_50cm_Purmerend
20210614_111311_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20210614_111311_SV1-03_SV_RD_8bit_RGB_50cm_Middenbeemster/wmts,0.0,"[4.906630946356504, 52.508135017036665]",2021-06-14,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_06/20210614/20210614_111311_SV1-03_SV_RD_8bit_RGB_50cm_Middenbeemster.zip,"[4.906630946356504, 52.508135017036665]",20210614_111311_SV1-03_SV_RD_8bit_RGB_50cm_Middenbeemster
20210614_111311_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20210614_111311_SV1-03_SV_RD_8bit_RGB_50cm_Middenbeemster/wmts,0.0,"[4.907384042321112, 52.508480144101334]",2021-06-14,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_06/20210614/20210614_111311_SV1-03_SV_RD_8bit_RGB_50cm_Middenbeemster.zip,"[4.907384042321112, 52.508480144101334]",20210614_111311_SV1-03_SV_RD_8bit_RGB_50cm_Middenbeemster
20210908_104921_SV1-01,https://tiles1.geoserve.eu/SuperView1/tileserver/20210908_104921_SV1-01_SV_RD_8bit_RGB_50cm_Amstelveen/wmts,0.0,"[4.841592997495607, 52.30562669715603]",2021-09-08,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_09/20210908/20210908_104921_SV1-01_SV_RD_8bit_RGB_50cm_Amstelveen.zip,"[4.841592997495607, 52.30562669715603]",20210908_104921_SV1-01_SV_RD_8bit_RGB_50cm_Amstelveen
20220318_114604_SV1-02,https://tiles1.geoserve.eu/SuperView1/tileserver/20220318_114604_SV1-02_SV_RD_8bit_RGB_50cm_Amstelveen/wmts,0.0,"[4.841592997495607, 52.30562669715603]",2022-03-18,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_03/20220318/20220318_114604_SV1-02_SV_RD_8bit_RGB_50cm_Amstelveen.zip,"[4.841592997495607, 52.30562669715603]",20220318_114604_SV1-02_SV_RD_8bit_RGB_50cm_Amstelveen
20220419_110522_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20220419_110522_SV1-03_SV_RD_8bit_RGB_50cm_Amstelveen/wmts,0.0,"[4.841592997495607, 52.30562669715603]",2022-04-19,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_04/20220419/20220419_110522_SV1-03_SV_RD_8bit_RGB_50cm_Amstelveen.zip,"[4.841592997495607, 52.30562669715603]",20220419_110522_SV1-03_SV_RD_8bit_RGB_50cm_Amstelveen
20210614_111314_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20210614_111314_SV1-03_SV_RD_8bit_RGB_50cm_Schiphol/wmts,0.0,"[4.841592997495607, 52.30562669715603]",2021-06-14,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_06/20210614/20210614_111314_SV1-03_SV_RD_8bit_RGB_50cm_Schiphol.zip,"[4.841592997495607, 52.30562669715603]",20210614_111314_SV1-03_SV_RD_8bit_RGB_50cm_Schiphol
20220623_103210_SV1-01,https://tiles1.geoserve.eu/SuperView1/tileserver/20220623_103210_SV1-01_SV_RD_8bit_RGB_50cm_Schiphol/wmts,0.0,"[4.841592997495607, 52.30562669715603]",2022-06-23,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_06/20220623/20220623_103210_SV1-01_SV_RD_8bit_RGB_50cm_Schiphol.zip,"[4.841592997495607, 52.30562669715603]",20220623_103210_SV1-01_SV_RD_8bit_RGB_50cm_Schiphol
20200509_111547_SV1-04,https://tiles1.geoserve.eu/SuperView1/tileserver/20200509_111547_SV1-04_SV_RD_8bit_RGB_50cm_Zwaagwesteinde/wmts,0.0,"[5.981418411992196, 53.32747014056567]",2020-05-09,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_05/20200509/20200509_111547_SV1-04_SV_RD_8bit_RGB_50cm_Zwaagwesteinde.zip,"[5.981418411992196, 53.32747014056567]",20200509_111547_SV1-04_SV_RD_8bit_RGB_50cm_Zwaagwesteinde
20200801_110636_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20200801_110636_SV1-03_SV_RD_8bit_RGB_50cm_Leeuwarden/wmts,0.0,"[5.981418411992196, 53.32747014056567]",2020-08-01,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_08/20200801/20200801_110636_SV1-03_SV_RD_8bit_RGB_50cm_Leeuwarden.zip,"[5.981418411992196, 53.32747014056567]",20200801_110636_SV1-03_SV_RD_8bit_RGB_50cm_Leeuwarden
20200920_110955_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20200920_110955_SV1-03_SV_RD_8bit_RGB_50cm_Leeuwarden/wmts,0.0,"[5.981418411992196, 53.32747014056567]",2020-09-20,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_09/20200920/20200920_110955_SV1-03_SV_RD_8bit_RGB_50cm_Leeuwarden.zip,"[5.981418411992196, 53.32747014056567]",20200920_110955_SV1-03_SV_RD_8bit_RGB_50cm_Leeuwarden
20230111_105152_SV1-04,https://tiles1.geoserve.eu/SuperView1/tileserver/20230111_105152_SV1-04_SV_RD_8bit_RGB_50cm_Holwerd/wmts,0.0,"[5.981418411992196, 53.32747014056567]",2023-01-11,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2023/2023_01/20230111/20230111_105152_SV1-04_SV_RD_8bit_RGB_50cm_Holwerd.zip,"[5.981418411992196, 53.32747014056567]",20230111_105152_SV1-04_SV_RD_8bit_RGB_50cm_Holwerd
20210601_110204_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20210601_110204_SV1-03_SV_RD_8bit_RGB_50cm_Zwaagwesteinde/wmts,0.0,"[5.981418411992196, 53.32747014056567]",2021-06-01,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_06/20210601/20210601_110204_SV1-03_SV_RD_8bit_RGB_50cm_Zwaagwesteinde.zip,"[5.981418411992196, 53.32747014056567]",20210601_110204_SV1-03_SV_RD_8bit_RGB_50cm_Zwaagwesteinde
20200424_114258_SV1-02,https://tiles1.geoserve.eu/SuperView1/tileserver/20200424_114258_SV1-02_SV_RD_8bit_RGB_50cm_Sneek/wmts,0.0,"[5.743820031171555, 53.103160285697115]",2020-04-24,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_04/20200424/20200424_114258_SV1-02_SV_RD_8bit_RGB_50cm_Sneek.zip,"[5.743820031171555, 53.103160285697115]",20200424_114258_SV1-02_SV_RD_8bit_RGB_50cm_Sneek
20210907_113722_SV1-02,https://tiles1.geoserve.eu/SuperView1/tileserver/20210907_113722_SV1-02_SV_RD_8bit_RGB_50cm_Sneekermeer/wmts,0.0,"[5.743820031171555, 53.103160285697115]",2021-09-07,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_09/20210907/20210907_113722_SV1-02_SV_RD_8bit_RGB_50cm_Sneekermeer.zip,"[5.743820031171555, 53.103160285697115]",20210907_113722_SV1-02_SV_RD_8bit_RGB_50cm_Sneekermeer
20200812_103720_SV1-01,https://tiles1.geoserve.eu/SuperView1/tileserver/20200812_103720_SV1-01_SV_RD_8bit_RGB_50cm_Sneekermeer/wmts,0.0,"[5.743820031171555, 53.103160285697115]",2020-08-12,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_08/20200812/20200812_103720_SV1-01_SV_RD_8bit_RGB_50cm_Sneekermeer.zip,"[5.743820031171555, 53.103160285697115]",20200812_103720_SV1-01_SV_RD_8bit_RGB_50cm_Sneekermeer
20200914_105436_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20200914_105436_SV1-03_SV_RD_8bit_RGB_50cm_Sneek/wmts,0.0,"[5.743820031171555, 53.103160285697115]",2020-09-14,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_09/20200914/20200914_105436_SV1-03_SV_RD_8bit_RGB_50cm_Sneek.zip,"[5.743820031171555, 53.103160285697115]",20200914_105436_SV1-03_SV_RD_8bit_RGB_50cm_Sneek
20200914_105434_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20200914_105434_SV1-03_SV_RD_8bit_RGB_50cm_Dronrijp/wmts,0.0,"[5.743820031171555, 53.103160285697115]",2020-09-14,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2020/2020_09/20200914/20200914_105434_SV1-03_SV_RD_8bit_RGB_50cm_Dronrijp.zip,"[5.743820031171555, 53.103160285697115]",20200914_105434_SV1-03_SV_RD_8bit_RGB_50cm_Dronrijp
20220306_113347_SV1-02,https://tiles1.geoserve.eu/SuperView1/tileserver/20220306_113347_SV1-02_SV_RD_8bit_RGB_50cm_Marknesse/wmts,0.0,"[5.90254380429981, 52.74813302319498]",2022-03-06,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_03/20220306/20220306_113347_SV1-02_SV_RD_8bit_RGB_50cm_Marknesse.zip,"[5.90254380429981, 52.74813302319498]",20220306_113347_SV1-02_SV_RD_8bit_RGB_50cm_Marknesse
20220318_110332_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20220318_110332_SV1-03_SV_RD_8bit_RGB_50cm_Blokzijl/wmts,0.0,"[5.90254380429981, 52.74813302319498]",2022-03-18,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_03/20220318/20220318_110332_SV1-03_SV_RD_8bit_RGB_50cm_Blokzijl.zip,"[5.90254380429981, 52.74813302319498]",20220318_110332_SV1-03_SV_RD_8bit_RGB_50cm_Blokzijl
20220509_113001_SV1-02,https://tiles1.geoserve.eu/SuperView1/tileserver/20220509_113001_SV1-02_SV_RD_8bit_RGB_50cm_Emmeloord/wmts,0.0,"[5.90254380429981, 52.74813302319498]",2022-05-09,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_05/20220509/20220509_113001_SV1-02_SV_RD_8bit_RGB_50cm_Emmeloord.zip,"[5.90254380429981, 52.74813302319498]",20220509_113001_SV1-02_SV_RD_8bit_RGB_50cm_Emmeloord
20210618_110139_SV1-04,https://tiles1.geoserve.eu/SuperView1/tileserver/20210618_110139_SV1-04_SV_RD_8bit_RGB_50cm_Blokzijl/wmts,0.0,"[5.90254380429981, 52.74813302319498]",2021-06-18,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_06/20210618/20210618_110139_SV1-04_SV_RD_8bit_RGB_50cm_Blokzijl.zip,"[5.90254380429981, 52.74813302319498]",20210618_110139_SV1-04_SV_RD_8bit_RGB_50cm_Blokzijl
20210331_105737_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20210331_105737_SV1-03_SV_RD_8bit_RGB_50cm_Blokzijl/wmts,0.0,"[5.90254380429981, 52.74813302319498]",2021-03-31,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_03/20210331/20210331_105737_SV1-03_SV_RD_8bit_RGB_50cm_Blokzijl.zip,"[5.90254380429981, 52.74813302319498]",20210331_105737_SV1-03_SV_RD_8bit_RGB_50cm_Blokzijl
20220906_104605_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20220906_104605_SV1-03_SV_RD_8bit_RGB_50cm_Heerlen/wmts,0.0,"[6.017867271504854, 50.86866692394948]",2022-09-06,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_09/20220906/20220906_104605_SV1-03_SV_RD_8bit_RGB_50cm_Heerlen.zip,"[6.017867271504854, 50.86866692394948]",20220906_104605_SV1-03_SV_RD_8bit_RGB_50cm_Heerlen
20210906_105038_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20210906_105038_SV1-03_SV_RD_8bit_RGB_50cm_Kerkrade/wmts,0.0,"[6.017867271504854, 50.86866692394948]",2021-09-06,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_09/20210906/20210906_105038_SV1-03_SV_RD_8bit_RGB_50cm_Kerkrade.zip,"[6.017867271504854, 50.86866692394948]",20210906_105038_SV1-03_SV_RD_8bit_RGB_50cm_Kerkrade
20220325_105621_SV1-03,https://tiles1.geoserve.eu/SuperView1/tileserver/20220325_105621_SV1-03_SV_RD_8bit_RGB_50cm_Kerkrade/wmts,0.0,"[6.017867271504854, 50.86866692394948]",2022-03-25,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2022/2022_03/20220325/20220325_105621_SV1-03_SV_RD_8bit_RGB_50cm_Kerkrade.zip,"[6.017867271504854, 50.86866692394948]",20220325_105621_SV1-03_SV_RD_8bit_RGB_50cm_Kerkrade
20210306_103747_SV1-01,https://tiles1.geoserve.eu/SuperView1/tileserver/20210306_103747_SV1-01_SV_RD_8bit_RGB_50cm_Heerlen/wmts,0.0,"[6.017867271504854, 50.86866692394948]",2021-03-06,ftp://ftp.satellietdataportaal.nl/Superview_1_4/SV_RD_8bit_RGB_50cm/2021/2021_03/20210306/20210306_103747_SV1-01_SV_RD_8bit_RGB_50cm_Heerlen.zip,"[6.017867271504854, 50.86866692394948]",20210306_103747_SV1-01_SV_RD_8bit_RGB_50cm_Heerlen
